t,|deltaS|
3646,0.07931
3647,0.1204
3648,0.2881
3649,0.04336
3650,0.131
3651,0.07711
3652,0.04017
3653,0.2013
3654,0.1399
3655,0.2449
3656,0.1058
3657,0.09473
3658,0.1841
3659,0.1442
3660,0.2737
3661,0.5272
3662,0.09623
3663,0.2322
3664,0.3014
3665,0.3022
3666,0.174
3667,0.2693
3668,0.07105
3669,0.1324
3670,0.1822
3671,0.3189
3672,0.1415
3673,0.2967
3674,0.1701
3675,0.005363
3676,0.03782
3677,0.1302
3678,0.1288
3679,0.1629
3680,0.08888
3681,0.1544
3682,0.2283
3683,0.0273
3684,0.06967
3685,0.2669
3686,0.1157
3687,0.01633
3688,0.3172
3689,0.07974
3690,0.09845
3691,0.2984
3692,0.08679
3693,0.1541
3694,0.1285
3695,0.1712
3696,0.2282
3697,0.2111
3698,0.1237
3699,0.05097
3700,0.05245
3701,0.003748
3702,0.3347
3703,0.1143
3704,0.05779
3705,0.04509
3706,0.3616
3707,0.013
3708,0.08291
3709,0.01031
3710,0.129
3711,0.02997
3712,0.0895
3713,0.2732
3714,0.1354
3715,0.06014
3716,0.05547
3717,0.2571
3718,0.1225
3719,0.2994
3720,0.2289
3721,0.2625
3722,0.2529
3723,0.1271
3724,0.05745
3725,0.07001
3726,0.06974
3727,0.142
3728,0.05892
3729,0.03877
3730,0.006429
3731,0.09279
3732,0.4033
3733,0.07334
3734,0.1823
3735,0.1547
3736,0.05308
3737,0.1255
3738,0.1812
3739,0.1957
3740,0.09266
3741,0.01437
3742,0.01616
3743,0.2699
3744,0.01709
3745,0.0799
3746,0.1136
3747,0.02891
3748,0.2012
3749,0.04678
3750,0.2475
3751,0.05575
3752,0.1378
3753,0.2308
3754,0.06398
3755,0.2464
3756,0.112
3757,0.004786
3758,0.05693
3759,0.01136
3760,0.04989
3761,0.08997
3762,0.1169
3763,0.05893
3764,0.06787
3765,0.08156
3766,0.1403
3767,0.01859
3768,0.2067
3769,0.005649
3770,0.1747
3771,0.1474
3772,0.0457
3773,0.05379
3774,0.06337
3775,0.1383
3776,0.2032
3777,0.2632
3778,0.009751
3779,0.1203
3780,0.1153
3781,0.09988
3782,0.01075
3783,0.1527
3784,0.07595
3785,0.08187
3786,0.1733
3787,0.2166
3788,0.01058
3789,0.213
3790,0.06347
3791,0.244
3792,0.02899
3793,0.09655
3794,0.1915
3795,0.3311
3796,0.1928
3797,0.09958
3798,0.3789
3799,0.07874
3800,0.2064
3801,0.2393
3802,0.3762
3803,0.07759
3804,0.03746
3805,0.07439
3806,0.228
3807,0.01309
3808,0.08899
3809,0.129
3810,0.09726
3811,0.07527
3812,0.2224
3813,0.02652
3814,0.1945
3815,0.1115
3816,0.07202
3817,0.3538
3818,0.1093
3819,0.04834
3820,0.0664
3821,0.1741
3822,0.3095
3823,0.0152
3824,0.2854
3825,0.05483
3826,0.09547
3827,0.04383
3828,0.007386
3829,0.01949
3830,0.2663
3831,0.206
3832,0.1592
3833,0.205
3834,0.11
3835,0.3521
3836,0.03424
3837,0.08727
3838,0.07256
3839,0.07006
3840,0.09492
3841,0.1279
3842,0.05903
3843,0.2077
3844,0.05128
3845,0.3256
3846,0.09276
3847,0.05445
3848,0.1745
3849,0.07351
3850,0.07285
3851,0.008931
3852,0.03623
3853,0.05055
3854,0.07434
3855,0.05394
3856,0.02716
3857,0.1532
3858,0.1659
3859,0.01021
3860,0.1643
3861,0.1705
3862,0.1769
3863,0.04584
3864,0.1939
3865,0.1233
3866,0.05955
3867,0.1936
3868,0.3837
3869,0.0699
3870,0.3857
3871,0.2014
3872,0.07163
3873,0.1428
3874,0.04137
3875,0.2955
3876,0.1259
3877,0.2914
3878,0.08527
3879,0.2484
3880,0.1424
3881,0.07191
3882,0.1087
3883,0.05875
3884,0.4723
3885,0.3356
3886,0.2932
3887,0.2451
3888,0.1897
3889,0.1082
3890,0.1646
3891,0.2556
3892,0.1537
3893,0.0564
3894,0.03958
3895,0.06046
3896,0.07323
3897,0.1361
3898,0.01425
3899,0.2804
3900,0.03805
3901,0.01301
3902,0.1249
3903,0.08715
3904,0.1417
3905,0.1528
3906,0.249
3907,0.2905
3908,0.04566
3909,0.198
3910,0.04409
3911,0.2375
3912,0.09824
3913,0.04968
3914,0.3113
3915,0.337
3916,0.1916
3917,0.04011
3918,0.08554
3919,0.02661
3920,0.3672
3921,0.2789
3922,0.1237
3923,0.0862
3924,0.3331
3925,0.102
3926,0.2253
3927,0.2911
3928,0.08948
3929,0.2369
3930,0.1367
3931,0.09882
3932,0.07827
3933,0.3244
3934,0.2026
3935,0.1913
3936,0.06262
3937,0.1866
3938,0.1286
3939,0.05945
3940,0.2521
3941,0.2082
3942,0.03232
3943,0.02008
3944,0.097
3945,0.02411
3946,0.04105
3947,0.1426
3948,0.05935
3949,0.1688
3950,0.1574
3951,0.2708
3952,0.08168
3953,0.08487
3954,0.3212
3955,0.04022
3956,0.05391
3957,0.02594
3958,0.03099
3959,0.1488
3960,0.01978
3961,0.1189
3962,0.2141
3963,0.1548
3964,0.2122
3965,0.3577
3966,0.08505
3967,0.01252
3968,0.01183
3969,0.2834
3970,0.4507
3971,0.2703
3972,0.1038
3973,0.08747
3974,0.06836
3975,0.01499
3976,0.06499
3977,0.03387
3978,0.0002111
3979,0.05127
3980,0.3193
3981,0.2436
3982,0.05435
3983,0.2721
3984,0.185
3985,0.03534
3986,0.08027
3987,0.2463
3988,0.1995
3989,0.06554
3990,0.2955
3991,0.09285
3992,0.1656
3993,0.001145
3994,0.00334
3995,0.0459
3996,0.07303
3997,0.1111
3998,0.1556
3999,0.06641
4000,0.05083
4001,0.3024
4002,0.189
4003,0.4303
4004,0.004878
4005,0.05412
4006,0.2762
4007,0.1641
4008,0.03439
4009,0.05351
4010,0.04445
